PARTY,CONSTITUENCY,NAME,SENTIMENT,SYMBOL,GENDER,REVIEWS,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,Tdp will lose because kapu community is not supporting cbn this time becuase of reservation he had promised them before 2014 election.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"NO TERRORIST ATTACKS we havent face any attacks in entire nation, we feel safe and sounds.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Modi for the first time got elected representatives from RSS for President and Vice President. Now the entire government is safronised.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"YOUTH Startup India, Digital India and Make in India seeds are sown and many people does not know how this will be big in times to come, these will create big job creations after 5 years, as many industries will prosperous after 5 years of completion.",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,"He decimated dynasty politics in India by defeating most of the dynasties - Mulayum, Gandhi, Mayavati. He also convinsingly defeated AAP, BSP, Congress, SP.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"He decimated dynasty politics in India by defeating most of the dynasties - Mulayum, Gandhi, Mayavati. He also convinsingly defeated AAP, BSP, Congress, SP.",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,"To be launched on January 9, 2020, the 'Amma Vodi' scheme intends to provide Rs 15,000 to the mother who send their children to schools. This is aimed at increasing the rate of literacy by preventing parents from sending their children to work to support the family",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"ECONOMY GST implementation, creating big universal space for business community on level playing field. Demonetization though first phase was bad, but this has lead to stop creation of black money and business and economy has started to be in Formalised shape. And most important Ease to do business in India ranking.",
CPI(M),ALATHUR,DR. P.K.BIJU,0,"Hammer, Sickle and Star",MALE,"It does not matter for CPI to have a politburo. With politburo in tow, CPI-M committed enough of historic mistakes and unabashedly apologized without embarassment. Both these communist parties are cut throat political parties. Does it surprise us that both these parties maintain stoic silence over Chinese agressions? In my view our electorate is likely to write obituary about both these political parties.",
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,Mission Kakatiya: Restoring all Lakes and Tanks. What a great way to progress! I wonder why previous govt.’s could not do such a basic thing. I pity them and pity myself for choosing them to run the state.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"Swachchh Bharat Mission, creating big aspirational changes amongst all section of Society. All schools, Corporations, Colleges, Railway stations, Beaches, Roads are much much better hats off to start this movement.",
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,Tdp will lose because babu had given 600 promises to people of andhra before 2014 election but he had worked hard and fulfilled 1200 promises instead of 600.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"FARMER Reducing Fertilizer subsidy, and sealing leakages by unwinding international cartel in imports, money being utilised and not thrown to middleman and increasing the MSP, Farm credit.",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,"Congress never shown any interest into the activities of Madarsas, masked non govt organisations immersed in love jihad and con.version.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Modi needs definately another chance, We Indians have never seen such dynamic PM who does not take leave, 24X7 India first attitude, Non corrupt, Takes tough decesion, Takes full responsibility, No terrorist attacks, Visionary.",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,"Launched in Prakasam district on November 14, the 'Nadu-Nedu' scheme is aimed at transforming the government schools on par with private institutions. Nine basic amenities will be provided to all the government schools in AP in five years.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Bullet train is being brought to India by PM Modi. It is a symbol of fast moving Indian economy.,
NOTA,ALIPURDUARS,NOTA,0,,,None.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Making India a World Market by introducing the GST.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,If the government comes to authority India will be completely open defecation free. All households will get potable water. Underground sanitation provided to all.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,"No terror attacks in India except J&K. Under Congress Government major cities like Mumbai, Delhi, Ahmedabad and Hyderabad were attacked.",
YSRCP,AMALAPURAM,CHINTA ANURADHA,0,Ceiling Fan,FEMALE,Another major initiative taken by the government is eradication of corruption at all levels. It has launched a 24x7 call centre with the toll-free number 14400 to enable people to lodge complaints pertaining to corruption in government departments. The complaints will be looked into within 15-30 days. The call centre will forward the information to the Anti-Corruption Bureau of the district concerned for necessary action. Senior officials can also log in to the system to monitor the progress of the investigation.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,He has been strict on corruption due to which Mallya and Nirav Modi who enjoyed patronage of corrupt Congress Government are running away.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Indian Army gives befitting replies to the Pakistanis unlike the Congress Government which used to arrest our own soldiers on false charges of encounters.,
NOTA,ALIPURDUARS,NOTA,0,,,None.,
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,"The priority for the Congress party is neither country nor party, but Gandhi family. The entire party even to this day is bending backwards to please the Gandhi family. The party machinery is used to keep Gandhi family in good humor. The priority for the Congress too is making Gandhi family pleased. The country and party only comes next.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Corruption at all government levels will be completely eliminated, by the use of technology for payment.",
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE,"Accepts parliamentary democracy as a means of promoting the interests of the workinf class,farmers and the poor.",
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,He has ended the caste politics and the UP elections concluded last year is an example to it.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,All slums will be converted to better standards of living if BJP comes to authority.,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,Rs.1500 Pension to specially abled and Rs.1000 Pensions for Vetrans and widow/widower.,
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,GDP growth will see double digit growth. India will become either first or second ranking in the world economically.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,India will become one of the super powers in the world because of powerful army and economically too because of huge increase in GDP & per capita income.,
NOTA,ALIPURDUARS,NOTA,0,,,None.,
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,Congress is so corrupt that they themselves admit that they have become parameter on which future corruption will be calculated.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Even in 2030, we will be hearing “Acche din aane wale hai.” (Good days are coming.) because of authority.",
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,Reduced corruption at the top.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Attracted FDI.,
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE,Accepts democratic elections as a useful and helpful means for securing the objective of socio-economic justice in India.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Universal Health Coverage with free health insurance to all needy people. (National Health Protection Scheme),
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"India has set off on an ambitious mission, a mission to provide electricity to 18,000 villages which are still in darkness after almost 7 decades of independence. PM Modi, in his Independence Day speech announced that all remaining villages shall be electrified within 1000 days. Rural Electrification is happening at a rapid pace, and is being done in an unbelievably transparent manner. Data on villages being electrified is available to the public through a mobile app and a web dashboard.The new Government has focused on holistic and long term structural improvements in the sector, with a focus on achieving 24X7 power for all.",
NOTA,ALIPURDUARS,NOTA,0,,,None.,
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,"These Congress leaders have recieved lot of favours by being the yes men of Gandhi. They are unable to shake off their sycophancy. Even when the party is in such a dilapidated state, they are continuing with their support for Rahul Gandhi either as a showing respect or expecting Congress to bounce back or both.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Swaccha Bharat (Clean India) Mission will be taken to its logical conclusion.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Swachh Bharat Abhiyan: It was launched on 2 Oct 2014 by Modi. Filth is considered one of the major problems in India and Modi gave the issue its due importance by launching a nationwide campaign. Many called it a masterstroke from Modi as it put him at par with Mahatma Gandhi in public perception and also gave people the message to act on hygiene and civic sense. Modi nominated notable personalities from film industry, sports, media, business and other celebrities to promote the initiative.",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,In Education more focus will be on vocational education and skill development rather than merit & rote learning .,
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,"4.1 lakh jobs and English medium in schools: The government claims that 4.1 lakh jobs have been created with the introduction of the village secretariat system. Launched at Karapa in East Godavari district on October 2, the secretariat was created with the aim of resolving the grievances of people within 72 hours. Of the total 4.1 lakh jobs generated, 1.4 lakh are permanent government jobs, while the remaining are village and ward volunteer jobs. Also announced, the introduction of English medium from Class 1 to 6 in all government schools in the State from the next academic year to 'realise the dreams of students hailing from poor families'. English medium will be introduced for Classes 7 to 10 in the subsequent four years from 2021-22. However, Telugu will continue to be a compulsory subject for all classes.",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,Farmer community will be the biggest beneficiary because of expected rise in Food processing sector and export oriented cultivation.,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"Model shools, engineering colleges see a great progress in terms of quality in education and infrastructure.",
